CODIGO,CATEGORIA,SUB CATEGORIA,PROVEDOR,DESCRIPCION
,,,,
CABLE C.8 THW KOBREX,CORRIENTE ALTERNA,CABLE,FERRETERIA LA PIEDAD,CABLE THW #8 KOBREX-IUSA
CABLE C.10 THW KOBREX,CORRIENTE ALTERNA,CABLE,FERRETERIA LA PIEDAD,CABLE THW #10 KOBREX-IUSA
CABLE C.12 THW KOBREX,CORRIENTE ALTERNA,CABLE,FERRETERIA LA PIEDAD,CABLE THW #12 KOBREX-IUSA
TUBO COBRE 1,TUBERIA,1,FERRETERIA LA PIEDAD,TUBO 1 T.L. COBRE
CURVA 1 COBRE,TUBERIA,1,FERRETERIA LA PIEDAD,"CODO 1"" X 90 COBRE"
COPLE DE COBRE 1,TUBERIA,1,FERRETERIA LA PIEDAD,"COPLE 1"" COBRE"
BROCA 14,CONSUMIBLES,BROCAS,FERRETERIA LA PIEDAD,BROCA PARA METAL 1/4
BROCA 38,CONSUMIBLES,BROCAS,FERRETERIA LA PIEDAD,BROCA PARA METAL 3/8
DISCO 14,CONSUMIBLES,DISCOS,FERRETERIA LA PIEDAD,"DISCO CORTE METAL 14"""
DISCO 14,CONSUMIBLES,DISCOS,FERRETERIA LA PIEDAD,DISCO CORTE 14
BROCHA 2,CONSUMIBLES,HERRAMIENTA,FERRETERIA LA PIEDAD,BROCHA 2
BICOLOR,CONSUMIBLES,EXTRAS,FERRETERIA LA PIEDAD,BICOLOR
TAQUETE PLAST 38,CONSUMIBLES,EXTRAS,FERRETERIA LA PIEDAD,TAQUETE PLASTICO 3/8
TUBO PG 2,TUBERIA,2,FERRETERIA LA PIEDAD,TUBO CONDUIT 2 CON ROSCA
TUBO PG 112,TUBERIA,1 1/2,FERRETERIA LA PIEDAD,TUBO CONDUIT 1 1/2 CON ROSCA
CURVA PG 2,TUBERIA,2,FERRETERIA LA PIEDAD,"CURVA CONDUIT 2"" CON ROSCA"
CURVA PG 112,TUBERIA,1 1/2,FERRETERIA LA PIEDAD,CURVA CONDUIT 1 1/2 CON ROSCA
BASE M 7100,MEDIA TENSION,BASE,FERRETERIA LA PIEDAD,BASE 7-100 CUTLER-HAMMER
CABLE C.8 THW,CORRIENTE ALTERNA,CABLE,FERRETERIA LA PIEDAD,CABLE THW 8 CONDULAC
CINTA AISLANTE NITTO NEGRO,CONSUMIBLES,AISLANTES,FERRETERIA LA PIEDAD,CINTA NITTO
TUBO CPVC 34,TUBERIA,,FERRETERIA LA PIEDAD,TUBO HIDRAULICO 3/4
DISCO 412,CONSUMIBLES,DISCOS,FERRETERIA LA PIEDAD,DISCO CORTE DE METAL 4 1/2
BROCHA 4,CONSUMIBLES,HERRAMIENTA,FERRETERIA LA PIEDAD,BROCHA 4
BASE M 7200,MEDIA TENSION,BASE,FERRETERIA LA PIEDAD,BASE 7-200 CUTLER-HAMMER
TUBO COBRE 114,TUBERIA,1 1/4,FERRETERIA LA PIEDAD,TUBO 1 1/4 T.M. COBRE
CENTRO DE CARGA 3P,CORRIENTE ALTERNA,GABINETE,FERRETERIA LA PIEDAD,CENTRO DE CARGA 
ITM 2X100A,CORRIENTE ALTERNA,PROTECCIONES,FERRETERIA LA PIEDAD,UNIDAD TERMICA QO2100
HILO ALBAÑIL,CONSUMIBLES,ALBAÑILERIA,FERRETERIA LA PIEDAD,HILO PARA ALBAÑIL GRANDE
PIJA NEGRA 12,ESTRUCTURA,TORNILLERIA,FERRETERIA LA PIEDAD,PIJA NEGRA 8X 1/2
CINTA MASKING 112,CONSUMIBLES,EXTRAS,FERRETERIA LA PIEDAD,CINTA MASKING 1 1/2
CINCHO VOLTECK,CONSUMIBLES,CINCHOS,FERRETERIA LA PIEDAD,CINTILLO 30 CM VOLTECK BCO-NEG
,,,,
PTR 112 C.16,ESTRUCTURA,ACERO,ACEROS LA PIEDAD,"PTR 1"" 1/2 "
PTR 2 C.14,ESTRUCTURA,ACERO,ACEROS LA PIEDAD,PTR 2 x 2 
ANGULO METAL 316X112,ESTRUCTURA,ACERO,ACEROS LA PIEDAD,ANGULO 3/16 
SOLDADURA 6013 PN INFRA,CONSUMIBLES,SOLDADURA,ACEROS LA PIEDAD,SOLDADURA 6013 1/8 
,,,,
PTR 2 C.14,ESTRUCTURA,ACERO,ACEROS OCOTLAN LA PIEDAD,PTR C.C. 2 X 2 AZUL C.14 X 6.00
ANGULO METAL 316X112,ESTRUCTURA,ACERO,ACEROS OCOTLAN LA PIEDAD,ANGULO COM. 3/16 X 11/2 X 6.10 MT G50
SOLDADURA 6013 PN INFRA,CONSUMIBLES,SOLDADURA,ACEROS OCOTLAN LA PIEDAD,SOLD. INFRA 6013 1/8 PUNTA NARANJA
BROCHA PERFECT 2,CONSUMIBLES,HERRAMIENTA,ACEROS OCOTLAN LA PIEDAD,BROCHA PERFECT 2 ECON. S-392
SOLDADURA 6013 VERDE ESAB,CONSUMIBLES,SOLDADURA,ACEROS OCOTLAN LA PIEDAD,SOLD. ESAB 6013 1/8 VERDE
BROCHA ÉXITO 2,CONSUMIBLES,HERRAMIENTA,ACEROS OCOTLAN LA PIEDAD,BROCHA EXITO DE 2
BROCHA PERFECT 212,CONSUMIBLES,HERRAMIENTA,ACEROS OCOTLAN LA PIEDAD,BROCHA PERFECT 21/2 ECON. S-392
,,,,
CEMENTO KG,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,CEMENTO
CLAVO DE 3,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,CLAVO CON CABEZA DE 3 CAJA 1KG
CEMENTO BCO KG,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,CEMENTO BLANCO 25 KG
SONOTUBO 20,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,SONOTUBO 20CM
CLAVO DE 212,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,CLAVO CON CABEZA DE 2 1/2 25K
ALAMBRE QUEMADO,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,ALAMBRE QUEMADO
SONOTUBO 25,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,SONOTUBO 25CM
MARMOLINA 1,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,MARMOLINA TIPO I
MARMOLINA 2,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,MARMOLINA TIPO II
SELLADOR 18KG,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,SELLADOR DEL TORO 18KG
MORTERO,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,MORTERO
MARMOLINA 1 PEGADURO,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,MARMOLINA TIPO I PEGADURO
CLAVO P CONCRETO 212,CONSUMIBLES,ALBAÑILERIA,MATERIALES MEDINA,CLAVO P/CONCRETO 2 1/2 CAJA 1KG
,,,,
BROCHA PREMIUM 5,CONSUMIBLES,HERRAMIENTA,FOLAC,"BROCHA PREMIUM 5"""
RODILLO 38,CONSUMIBLES,HERRAMIENTA,FOLAC,RODILLO PLUS BYP 3/8
RODILLO 114,CONSUMIBLES,HERRAMIENTA,FOLAC,RODILLO PLUS BYP 1 1/4
IMPER 5A FOLAC,CONSUMIBLES,IMPER,FOLAC,IMPER FOLAC 5AÑOS
CINTA MASKING 2,CONSUMIBLES,EXTRAS,FOLAC,"CINTA MASKING TAPE 3M 2"" (48X50)"
RODILLO 4,CONSUMIBLES,HERRAMIENTA,FOLAC,"RODILLO 4"" DE 3/4"
BROCHA PREMIUM 1,CONSUMIBLES,HERRAMIENTA,FOLAC,"BROCHA PREMIUM 1"""
THINER ESTANDAR LT,CONSUMIBLES,SOLVENTES Y MAS,FOLAC,THINNER ESTANDAR
,,,,
TUBO PG 34,TUBERIA,,TAMEX,TUBO CONDUIT PARED GRUESA GALV. 3/4 CON COPLE
TUBO PG 1,TUBERIA,1,TAMEX,TUBO CONDUIT PARED GRUESA GALV. 1PLG CON COPLE
GAB J250,CORRIENTE ALTERNA,GABINETE,TAMEX,GABINETE J 250 NEMA 1
ITM 2X30A,CORRIENTE ALTERNA,PROTECCIONES,TAMEX,INTERRUPTOR TERMOMAGNETICO 2 POLOS 30 A ENCHUFABLE
ITM 3X50A,CORRIENTE ALTERNA,PROTECCIONES,TAMEX,INTERRUPTOR TERMOMAGNETICO 3 POLOS 50 A ENCHUFABLE
ITM 2X60A,CORRIENTE ALTERNA,PROTECCIONES,TAMEX,INTERRUPTOR TERMOMAGNETICO 2 POLOS 60 A ENCHUFABLE
ITM 2X70A,CORRIENTE ALTERNA,PROTECCIONES,TAMEX,INTERRUPTOR TERMOMAGNETICO 2 POLOS 70 A ENCHUFABLE
CINTA AISLANTE TEMFLEX NEGRO,CONSUMIBLES,AISLANTES,TAMEX,CINTA ELECTRICA DE VINIL TEMFLEX 1600 - NEGRO 19MM X 18M
LICUAFLEX 34,TUBERIA,,TAMEX,TUBO LICUATITE 19MM
LICUAFLEX 1,TUBERIA,1,TAMEX,TUBO LICUATITE 25MM
LICUAFLEX 114,TUBERIA,1 1/4,TAMEX,TUBO LICUATITE 32MM
LICUAFLEX 2,TUBERIA,1 1/2,TAMEX,TUBO LICUATITE 51MM R .30MTS
CONEX LICUA 34,TUBERIA,,TAMEX,CONECTOR RECTO PARA TUBO LICUATITE DE 3/4
CONEX LICUA 1,TUBERIA,1,TAMEX,CONECTOR RECTO PARA TUBO LICUATITE DE 1
CONEX LICUA 114,TUBERIA,1 1/4,TAMEX,CONECTOR RECTO PARA TUBO LICUATITE DE 1 1/4
CONDULET LB 34,TUBERIA,,TAMEX,CONDULET TIPO LB 19MM 3/4
TUBO PG 114,TUBERIA,1 1/4,TAMEX,COPLE CONDUIT PARED GRUESA GALV. 1 1/4
UNICANAL 34,TUBERIA,,TAMEX,ABRAZADERA UNICANAL PARED GRUESA 3/4
OMEGA 34,TUBERIA,,TAMEX,ABRAZADERA TIPO OMEGA PARED GRUESA 3/4X1/4
OMEGA 1,TUBERIA,1,TAMEX,ABRAZADERA TIPO OMEGA PARED DELGADA 1
CONDULET LB 114,TUBERIA,1 1/4,TAMEX,CONDULET SERIE 3 DE ALUMINIO LIBRE DE COBRE FORMA LB-43 DE 1 1/4
CONDULET LL 114,TUBERIA,1 1/4,TAMEX,CONDULET SERIE 3 DE ALUMINIO LIBRE DE COBRE FORMA LL-43 DE 1 1/4
CONDULET T 114,TUBERIA,1 1/4,TAMEX,CONDULET SERIE 3 DE ALUMINIO LIBRE DE COBRE FORMA T-43 DE 1 1/4
UNICANAL 114,TUBERIA,1 1/4,TAMEX,ABRAZADERA UNICANAL PARED GRUESA 1 1/4
OMEGA 114,TUBERIA,1 1/4,TAMEX,ABRAZADERA TIPO OMEGA PARED GRUESA 1 1/4X1/4
CINTA AISLANTE ,CONSUMIBLES,AISLANTES,TAMEX,CINTA NITTO 19MM X 18 MTS. ROJO
CINTA AISLANTE NITTO VERDE,CONSUMIBLES,AISLANTES,TAMEX,CINTA NITTO 19MM X 18 MTS. VERDE
TUBO AJUSTE 2,TUBERIA,2,TAMEX,TUBO CONDUIT PARED DELGADA 2 SIN COPLE
CONAJUST 2,TUBERIA,2,TAMEX,CONECTOR TIPO AMERICANO DE 2
UNICANAL 4X2 C.14,TUBERIA,SUJECION,TAMEX,PERFIL UNICANAL GALVANIZADO SOLIDO 4X2X3.05MTS CAL.14
CALBE C.2/0 THW N,CORRIENTE ALTERNA,CABLE,TAMEX,CABLE THW-LS/THHW-LS 90C 600V CAL.2/0 NEGRO CARRETE
TUBO PVC 2,TUBERIA,2,TAMEX,TUBO PVC PESADO DE 2 50MM
CURVA PVC 2,TUBERIA,2,TAMEX,CODO PVC PESADO DE 2 50MM
CONEC PVC 2,TUBERIA,2,TAMEX,CONECTOR PVC PESADO 2 50MM
TUBO PG 114,TUBERIA,1 1/4,TAMEX,TUBO CONDUIT PARED GRUESA GALV. 1 1/4 CON COPLE
UNICANAL 4X2 C.16,TUBERIA,SUJECION,TAMEX,PERFIL UNICANAL GALVANIZADO SOLIDO 4X2X3.05 MTS CAL.16
TUBO AJUSTE 12,TUBERIA,,TAMEX,TUBO CONDUIT PARED DELGADA 1/2 SIN COPLE
CONDULET LR 114,TUBERIA,1 1/4,TAMEX,CONDULET SERIE 3 DE ALUMINIO LIBRE DE COBRE FORMA LR-43 DE 1 1/4
CENTRO DE CARGA 2P,CORRIENTE ALTERNA,GABINETE,TAMEX,CENTRO DE CARGA DE 2 POLOS EMPOTRAR
CONDULET LB 1,TUBERIA,1,TAMEX,CONDULET TIPO LB 25MM 1
CONDULET C 1,TUBERIA,1,TAMEX,CONDULET TIPO C 25MM 1
CONDULET T 1,TUBERIA,1,TAMEX,CONDULET TIPO T 25MM 1
UNICANAL 1,TUBERIA,1,TAMEX,ABRAZADERA UNICANAL PARED GRUESA 1
CONDULET LR 34,TUBERIA,,TAMEX,CONDULET TIPO LR 19MM 3/4
CONDULET LL 34,TUBERIA,,TAMEX,CONDULET TIPO LL 19MM 3/4
CONDULET T 34,TUBERIA,,TAMEX,CONDULET TIPO T 19MM 3/4
CONDULET C 34,TUBERIA,,TAMEX,CONDULET TIPO C 19MM 3/4
COPLE ROSCADO 34,TUBERIA,,TAMEX,COPLE CONDUIT PARED GRUESA GALV. 3/4
CINCHO 30CM NEGRO,CONSUMIBLES,CINCHOS,TAMEX,CINCHO TH 300-4.8-86 NEGRO C/100 PIEZAS
TUBO PVC 114,TUBERIA,1 1/4,TAMEX,TUBO PVC PESADO DE 1 1/4 32MM
CURVA PVC 114,TUBERIA,1 1/4,TAMEX,CODO PVC PESADO DE 1 1/4 PULG 32MM
CONEC PVC 114,TUBERIA,1 1/4,TAMEX,CONECTOR PVC PESADO DE 1 1/4 32MM
MONITOR 34,TUBERIA,,TAMEX,MONITOR CUERDA NPS ZAMAK (ZINC FUNDIDO A PRESION) DIAM. 19MM 3/4 PLG
CONTRA 34,TUBERIA,,TAMEX,CONTRATUERCA CUERDA NPS DE 3/4
CENTRO DE CARGA 2P,CORRIENTE ALTERNA,GABINETE,TAMEX,CENTRO DE CARGA DE 2 POLOS SOBREPONER
CONAJUST 12,TUBERIA,,TAMEX,CONECTOR TIPO AMERICANO DE 1/2
CONECTOR P VARILLA,CORRIENTE ALTERNA,PROTECCIONES,TAMEX,CONECTOR PARA VARILLA
ITM 2X20A,CORRIENTE ALTERNA,PROTECCIONES,TAMEX,INTERRUPTOR TERMOMAGNETICO 2 POLOS 20 A ENCHUFABLE
ITM 2X40A,CORRIENTE ALTERNA,PROTECCIONES,TAMEX,INTERRUPTOR TERMOMAGNETICO 2 POLOS 40 A ENCHUFABLE
ITM 2X50A,CORRIENTE ALTERNA,PROTECCIONES,TAMEX,INTERRUPTOR TERMOMAGNETICO 2 POLOS 50 A ENCHUFABLE
CONDULET LR 1,TUBERIA,1,TAMEX,CONDULET TIPO LR 25MM 1
CONDULET LL 1,TUBERIA,1,TAMEX,CONDULET TIPO LL 25MM 1
CONDULET T 2,TUBERIA,2,TAMEX,CAJA REGISTO OVALADA 50.8MM-2 T69
UNICANAL PD 2,TUBERIA,2,TAMEX,ABRAZADERA UNICANAL PARED DELGADA 51MM 2 PLG
OMEGA 2,TUBERIA,2,TAMEX,ABRAZADERA TIPO OMEGA PARED DELGADA 2
CONDULET LL 34,TUBERIA,,TAMEX,CAJA REGISTO OVALADA 19.0MM- 3 /4 LL29
CONEX LICUA 2,TUBERIA,2,TAMEX,CONECTOR RECTO PARA TUBO LICUATITE DE 2
CURVA PG 2,TUBERIA,2,TAMEX,CODO CONDUIT PARED DELGADAD GALV. 2
CURGA PG 34,TUBERIA,,TAMEX,CODO CONDUIT PARED GRUESA GALV. 3/4
CURVA PG 1,TUBERIA,1,TAMEX,CODO CONDUIT PARED GRUESA GALV. 1
ZAPATA C. 2 -12,CORRIENTE ALTERNA,CONECTORES,TAMEX,ZAPATA TERMINAL DE COBRE CANON CORTO UNA PERFORACION CAL 2 AWG TORNILLO 1/2
CINCHO 36CM NEGRO,CONSUMIBLES,CINCHOS,TAMEX,CINCHO TH 360-4.8-105 NEGRO C/100 PIEZAS
CABLE C.3/0 THW N,CORRIENTE ALTERNA,CABLE,TAMEX,CABLE THW-LS/THHW-LS 90C 600V CAL.3/0 NEGRO CARRETE
CENTRO DE CARGA 3P,CORRIENTE ALTERNA,GABINETE,TAMEX,CENTRO DE CARGA DE 3 POLOS SOBREPONER
CENTRO DE CARGA 4P,CORRIENTE ALTERNA,GABINETE,TAMEX,CENTRO DE CARGA DE 4 POLOS SOBREPONER
BASE M 5100 CUAD,MEDIA TENSION,BASE,TAMEX,BASE PARA MEDIDOR DE QUINTA MORDAZAS 100 A MONOFASICA
OMEGA 12,TUBERIA,,TAMEX,ABRAZADERA TIPO OMEGA PARED DELGADA 1/2
OMEGA 34,TUBERIA,,TAMEX,ABRAZADERA TIPO OMEGA PARED DELGADA 3/4
UNICANAL 2,TUBERIA,2,TAMEX,ABRAZADERA UNICANAL PARED GRUESA 2
CABLE C.8 THW,CORRIENTE ALTERNA,CABLE,TAMEX,CABLE THW-LS/THHW-LS 90C 600V CAL.8 NEGRO CARRETE
COPLE ROSCADO 1,TUBERIA,1,TAMEX,COPLE CONDUIT PARED GRUESA GALV. 1
COPLE AJUSTE 2,TUBERIA,2,TAMEX,COPLES TIPO AMERICANO DE 2
,,,,
DUCTO PAD 3,TUBERIA,3,ACONCAGUA,"Ducto PAD Corrugado de 3"" (75mm) rollo de 110 metros"
REGISTRO CONCRETO,TUBERIA,REGISTROS,ACONCAGUA,Registro de Concreto 50x80x65 cm Norma CFE-RBTB-1 Norma 2008
TAPA DE REGISTRO D CONCRETO,TUBERIA,REGISTROS,ACONCAGUA,Tapa de Concreto 50x80 cm en Banqueta 2008
CABLE C.2 THW,CORRIENTE ALTERNA,CABLE,ACONCAGUA,Cable THW Cal. 2 negro
CABLE C.4 THW,CORRIENTE ALTERNA,CABLE,ACONCAGUA,Cable THW Cal. 4 Negro
CABLE C.6 THW,CORRIENTE ALTERNA,CABLE,ACONCAGUA,Cable THW Cal. 6 Color Negro
CABLE C.8 THW N,CORRIENTE ALTERNA,CABLE,ACONCAGUA,Cable THW Cal.8 Negro
CABLE C8 TWH R,CORRIENTE ALTERNA,CABLE,ACONCAGUA,Cable THW Cal.8 Rojo
,,,,
REDUCCION 112 A 114,TUBERIA,1 1/4,PEREZ CANCINO,"RED112 REDUCCION BUSHIN DE ALUMINIO 1 1/2""- 1 1/4"""
CONAJUST 2,TUBERIA,2,PEREZ CANCINO,"COC200 CONECTOR 2"" CONDUIT ARGOS"
CONEX BASE MED 2,MEDIA TENSION,BASE,PEREZ CANCINO,"ADAPTADOR COPLE P/BASE DE MEDIDOR 2"" EATON"
REDUCCION 2 A 112,TUBERIA,1 1/2,PEREZ CANCINO,"RED200 REDUCCION BUSHIN DE ALUMINIO 2""- 1 1/2"""
TERMOCONTRACTIL C.6-250,CONSUMIBLES,AISLANTES,PEREZ CANCINO,TRAMO MANGA TERMOCONTRACTIL 1000 6-250MCM SIGTRONIC
CONECTOR L 4/0,MEDIA TENSION,CONECTORES,PEREZ CANCINO,"CONECTOR ""L"" 4/0"
CILINDRICO 3/0,CORRIENTE ALTERNA,CONECTORES,PEREZ CANCINO,CONECTOR CILINDRICO T/MINIMA 3/0
CONEX BASE MED 114,MEDIA TENSION,BASE,PEREZ CANCINO,"ADAPTADOR COPLE P/BASE DE MEDIDOR 1 1/4"" EATON"
CURVA PG 2,TUBERIA,2,PEREZ CANCINO,"CUPG200 CURVA 2"" CONDUIT C/ ROSCA KOBREX"
ZAPATAS P SIEMENS 15A-125A,CORRIENTE ALTERNA,CONECTORES,PEREZ CANCINO,LN1E100 ZAPATA P/INT. TERMOMAGNETICO ED2/ED4/ED6
TORNILLOS TERMO 15-125,CORRIENTE ALTERNA,GABINETE,PEREZ CANCINO,MSE6 KIT TORNILLOS DE FIJACION PARA INT. ED23/43/63 SIEMENS
ZAPATA OPRESOR 1/0,CORRIENTE ALTERNA,CONECTORES,PEREZ CANCINO,ZAPATA DE ALUMINIO CON OPRESOR # 14-1/0
CABLE C.10 THW,CORRIENTE ALTERNA,CABLE,PEREZ CANCINO,CAT010 CABLE ALTA TEMP. 200° AWG 10 C/ TEFLON
ZAPATA C.10 - 316,CORRIENTE ALTERNA,CONECTORES,PEREZ CANCINO,ZAP10 ZAPATA OJILLO 3/16 AWG 10-12 ALTA TEMP. PANDUIT
CONEX LICUA 2,TUBERIA,2,PEREZ CANCINO,"CRL200 CONECTOR RECTO 2"" LICUATITE"
REDUCCION 2 A 114,TUBERIA,1 1/4,PEREZ CANCINO,"RED200 REDUCCION BUSHIN DE ALUMINIO 2""- 1 1/4"""
CONEX BASE MED 112,MEDIA TENSION,BASE,PEREZ CANCINO,"ADAPTADOR COPLE P/BASE DE MEDIDOR 1 1/2"" EATON"
TORNILLOS TERMO 150-250,CORRIENTE ALTERNA,GABINETE,PEREZ CANCINO,MSF6 KIT TORNILLOS PARA FIJACION DE INT. FX SIEMENS
CONDULET LB 1,TUBERIA,1,PEREZ CANCINO,"CLB100 CONDULET SERIE 3 ""LB"" 1"" CROUSE HINDS"
CONDULET LL 1,TUBERIA,1,PEREZ CANCINO,"CLL100 CONDULET SERIE 3 ""LL"" 1"" CROUSE HINDS"
CONDULET LR 1,TUBERIA,1,PEREZ CANCINO,"CLR100 CONDULET SERIE 3 ""LR"" 1"" CROUSE HINDS"
GAB 301,CORRIENTE ALTERNA,GABINETE,PEREZ CANCINO,S301 GABINETE P/INTER. TERMOMAGNETICO ED2-ED6 SIEMENS
CABLE C.8 THW CONDULAC,CORRIENTE ALTERNA,CABLE,PEREZ CANCINO,THW08 CABLE AWG 8 CONDULAC
GAB 421,CORRIENTE ALTERNA,GABINETE,PEREZ CANCINO,S421 GABINETE P/INTER. TERMOMAG. FXD6 SIEMENS
TORNILLOS TERMO 300-600,CORRIENTE ALTERNA,GABINETE,PEREZ CANCINO,"MSJ6 KIT DE TORNILLOS PARA FIJACION INT. JXD, LXD, JM Y LM"
CABLE C.14 THW CONDULAC,CORRIENTE ALTERNA,CABLE,PEREZ CANCINO,THW14 CABLE AWG 14 CONDULAC
ZAPATAS P SIEMENS 300A-600A,CORRIENTE ALTERNA,CONECTORES,PEREZ CANCINO,TA2J6500 ZAPATA P/INT. TERMOMAGNETICO JXD/LXD SIEMENS
TUBO PG 114,TUBERIA,1 1/4,PEREZ CANCINO,"TUPG114 TUBO 1 1/4"" CONDUIT P/GRUESA OMEGA"
CONDULET LB 114,TUBERIA,1 1/4,PEREZ CANCINO,"CLB114 CONDULET SERIE 3 ""LB"" 1 1/4"" CROUSE HINDS"
CONDULET LL 114,TUBERIA,1 1/4,PEREZ CANCINO,"CLL100 CONDULET SERIE 3 ""LL"" 1 1/4"" CROUSE HINDS"
CONDULET LR 114,TUBERIA,1 1/4,PEREZ CANCINO,"CLR114 CONDULET SERIE 3 ""LR 1 1/4"" CROUSE HINDS"
LICUAFLEX 114,TUBERIA,1 1/4,PEREZ CANCINO,"TLX114 TUBO 1 1/4"" LICUAFLEX"
CONEX LICUA 114,TUBERIA,1 1/4,PEREZ CANCINO,"CRL114 CONECTOR RECTO 1 1/4"" LICUATITE"
SIEMENS 70A,CORRIENTE ALTERNA,PROTECCIONES,PEREZ CANCINO,ED43B070MX INTER. TERMOMAG. 70 A. 240/480 V. SIEMENS
GLANDULA N 114 DROF,TUBERIA,1 1/4,PEREZ CANCINO,"CONECTOR GLANDULA 1 1/4"" NYLON DROF"
CURVA PG 114,TUBERIA,1 1/4,PEREZ CANCINO,"CUPG114 CURVA 1 1/4"" CONDUIT C/ ROSCA KOBREX"
TUBO PG 1,TUBERIA,1,PEREZ CANCINO,"TUPG100 TUBO 1"" CONDUIT P/GRUESA OMEGA"
COPLE ROSCADO 1,TUBERIA,1,PEREZ CANCINO,"COPG100 COPLE 1"" CONDUIT P/GRUESA"
CURVA PG 1,TUBERIA,1,PEREZ CANCINO,"CUPG100 CURVA 1"" CONDUIT C/ ROSCA KOBREX"
UNICANAL 114,TUBERIA,1 1/4,PEREZ CANCINO,"UNI114 UNICANAL ABRAZADERA 1 1/4"" PARED GRUESA ANCLO"
CENTRO DE CARGA 3P,CORRIENTE ALTERNA,GABINETE,PEREZ CANCINO,QOD3S GABINETE PARA PASTILLA 3 X 100 SOBREPONER SQD
LICUAFLEX 114,TUBERIA,1,PEREZ CANCINO,"TLI100 TUBO 1"" LICUATITE"
CENTRO DE CARGA 2P,CORRIENTE ALTERNA,GABINETE,PEREZ CANCINO,QOD2S CENTRO DE CARGA 2 UNIDADES SOBREP. S.Q.D..
GLANDULA N 34 ARGOS,TUBERIA,,PEREZ CANCINO,"CGN34 CONECTOR GLANDULA 3/4"" NYLON ARGOS"
UNICANAL 34 ANCLO,TUBERIA,,PEREZ CANCINO,"UNI034 UNICANAL ABRAZADERA 3/4"" PARED GRUESA ANCLO"
OMEGA 34 ANCLO,TUBERIA,,PEREZ CANCINO,"OPG034 OMEGA ABRAZADERA 3/4"" PARED GRUESA ANCLO"
CONDULET LB 34,TUBERIA,,PEREZ CANCINO,"CLB034 CONDULET SERIE 3 ""LB"" 3/4"" CROUSE HINDS"
CONDULET LL 34,TUBERIA,,PEREZ CANCINO,"CLL034 CONDULET SERIE 3 ""LL"" 3/4"" CROUSE HINDS"
CONDULET LR 34,TUBERIA,,PEREZ CANCINO,"CLR034 CONDULET SERIE 3 ""LR"" 3/4"" CROUSE HINDS"
CONEX LICUA 34,TUBERIA,,PEREZ CANCINO,"CRL034 CONECTOR RECTO 3/4"" LICUATITE"
LICUAFLEX 34,TUBERIA,,PEREZ CANCINO,"TLX034 TUBO 3/4"" LICUAFLEX"
ITM 2X50A,CORRIENTE ALTERNA,PROTECCIONES,PEREZ CANCINO,QO250 PASTILLA TERMICA 2 X 50 AMP. SQD
COPLE ROSCADO 34,TUBERIA,,PEREZ CANCINO,"COPG034 COPLE 3/4"" CONDUIT P/GRUESA OMEGA"
TUBO PG 34,TUBERIA,,PEREZ CANCINO,"TUPG034 TUBO 3/4"" CONDUIT P/GRUESA OMEGA"
ITM 2X40A,CORRIENTE ALTERNA,PROTECCIONES,PEREZ CANCINO,QO240 PASTILLA TERMICA 2 X 40 AMP. SQD
,,,,
RACK LIGERO 6.2M,ESTRUCTURA,ALUMINIO,DISTRIBUIDORA DE ALUMINIO EFL,PERFIL RACK LIGERO A 6.20 MTS
ANGULO ALUMINIO 112X316,ESTRUCTURA,ALUMINIO,DISTRIBUIDORA DE ALUMINIO EFL,ANGULO DE 1 1/2 X 3/16 A 6.10 MTS
TEE ALUMINIO,ESTRUCTURA,ALUMINIO,DISTRIBUIDORA DE ALUMINIO EFL,PERFIL TEE RACK A 3.66 MTS
ZETA ALUMINIO,ESTRUCTURA,ALUMINIO,DISTRIBUIDORA DE ALUMINIO EFL,PERFIL ZETA CHICA A 3.66 MTS
RACK SAYCE 6.2M,ESTRUCTURA,ALUMINIO,DISTRIBUIDORA DE ALUMINIO EFL,PERFIL RACK SAYCE A 6.20 MTS
ANGULO ALUMINIO 112X316 CRUDO,ESTRUCTURA,ALUMINIO,DISTRIBUIDORA DE ALUMINIO EFL,ANGULO DE 1 1/2 X 3/16 A 6.10 MTS 
RACK LIGERO 6.1M,ESTRUCTURA,ALUMINIO,DISTRIBUIDORA DE ALUMINIO EFL,PERFIL RACK LIGERO A 6.10 MTS
